id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
564,1919,no,0.6,1,11,1,63,0.9,109,8,20,771,1829,2205,9,4,8,1,1,no
565,1152,yes,3,0,2,0,44,1,80,3,4,567,1802,986,7,5,8,0,0,yes
566,664,yes,2.9,0,10,1,40,0.1,173,5,15,1002,1260,3366,8,4,5,1,1,no
567,1848,no,0.5,0,9,0,36,0.1,174,6,10,317,540,3380,10,2,17,0,0,no
568,1319,no,2,1,9,1,28,0.8,178,1,19,1080,1886,3095,7,1,17,1,1,yes
569,1189,yes,2.5,0,4,1,20,0.3,171,7,9,1321,1717,2509,17,7,15,1,0,no
570,1130,yes,1.3,1,1,1,59,0.8,98,6,4,185,555,3785,17,4,5,1,0,yes
571,654,yes,1.3,1,11,0,5,0.7,199,4,14,208,1975,3801,14,13,9,1,1,yes
572,727,yes,0.5,1,0,1,42,0.1,163,8,1,44,757,2039,5,0,19,1,1,yes
573,1688,no,0.9,1,7,1,53,0.3,88,6,16,598,695,2156,5,4,20,1,1,no
574,1275,no,0.5,0,1,0,44,0.6,136,8,2,11,1130,1354,7,5,11,1,0,no
575,1108,yes,2.2,1,3,1,37,0.4,143,5,14,97,706,3094,6,1,10,1,0,yes
576,839,yes,2.7,0,4,0,37,0.7,93,2,7,43,1211,3505,5,1,4,0,0,no
577,1464,no,0.5,1,1,1,6,0.4,97,5,2,303,701,3725,9,1,6,1,0,no
578,750,yes,1.3,0,0,0,33,0.8,156,1,0,645,1680,1422,6,5,7,1,1,no
579,1749,no,1.1,0,9,0,57,0.6,183,3,15,415,589,786,8,1,9,1,1,yes
580,1229,yes,0.5,0,2,0,42,0.1,197,5,5,126,666,1712,11,9,15,1,1,yes
581,1506,yes,2.9,1,19,1,47,0.6,130,7,20,126,1150,1522,5,1,3,1,0,no
582,1887,no,2.1,0,0,0,23,0.5,148,4,20,837,1504,1811,18,16,11,1,1,no
583,652,no,0.5,0,6,0,3,0.6,193,1,8,1036,1345,2807,19,17,13,1,0,yes
584,1422,yes,2.8,0,7,0,30,0.5,99,6,14,207,1038,2229,15,5,15,1,0,yes
585,709,no,1.9,1,10,0,63,0.3,150,4,14,345,601,1509,7,2,7,1,1,no
586,583,no,0.5,1,1,1,62,0.8,84,8,6,717,1717,886,13,2,13,1,1,no
587,941,no,1.3,1,3,0,26,0.4,128,3,5,994,1494,2875,6,3,11,1,0,yes
588,763,no,1.2,1,4,1,59,0.6,119,1,17,724,737,2863,18,3,17,1,0,yes
589,1581,yes,1.4,0,0,1,55,0.6,138,2,1,890,1980,3936,5,1,3,1,0,no
590,1045,no,1.5,1,5,0,25,0.3,83,2,10,440,1730,2267,18,4,4,1,1,yes
591,1308,yes,0.5,1,0,0,34,0.5,169,5,0,432,1219,386,8,0,16,1,0,yes
592,702,yes,1.2,1,1,0,38,1,82,5,7,2,1152,3131,11,9,2,0,0,no
593,868,yes,2.8,0,4,1,36,0.2,175,7,13,123,1735,1655,12,10,5,1,0,no
594,877,yes,2.3,1,16,0,12,0.9,107,4,20,568,1267,3730,14,3,18,0,0,yes
595,1275,no,0.5,1,5,0,24,0.3,184,2,11,299,1239,3397,19,15,19,1,1,yes
596,1439,yes,0.5,1,0,0,50,0.7,182,8,1,559,1573,805,8,5,13,0,0,yes
597,510,no,1.3,1,0,1,15,0.5,131,1,1,268,1505,2187,5,4,17,1,0,yes
598,1038,yes,1.8,0,1,1,42,0.2,150,6,11,79,1186,3984,14,9,20,1,0,no
599,529,yes,1.4,1,13,1,32,0.7,139,2,17,797,878,1561,12,0,3,1,1,yes
600,1203,yes,1.7,0,8,1,20,0.7,157,3,17,1153,1688,2307,7,5,11,1,0,yes
601,768,yes,2.5,0,10,0,13,0.2,133,4,18,520,575,1921,8,2,16,1,0,yes
602,1780,yes,1.5,1,2,0,30,0.2,82,1,8,324,1461,1066,13,6,13,0,0,yes
603,1021,yes,0.9,1,2,1,9,0.5,184,8,4,490,1647,773,13,2,14,1,1,yes
604,1334,no,1.2,1,0,0,35,0.1,199,2,1,158,971,1038,16,14,17,1,0,no
605,1153,yes,0.5,0,2,1,34,0.6,133,3,3,1788,1886,2225,9,8,8,1,0,yes
606,1138,yes,1.8,1,0,1,51,0.3,172,4,2,1162,1794,1327,13,12,4,1,1,yes
607,1263,no,2.3,0,13,0,4,0.9,178,7,18,508,1047,668,14,3,4,0,1,no
608,825,no,2.5,0,11,0,56,0.7,173,3,20,783,960,1692,18,1,19,0,1,no
609,1894,yes,0.5,1,10,0,16,0.1,172,3,20,1634,1937,1021,18,17,16,1,1,no
610,1383,no,1.7,0,11,1,40,0.1,147,6,19,487,507,2510,18,9,19,1,1,no
611,837,yes,1.1,1,2,0,27,0.5,167,4,9,551,1784,2388,5,0,14,0,1,yes
612,640,no,2.3,0,0,0,63,0.2,94,1,1,1816,1869,346,10,7,10,0,1,no
613,1194,yes,2.2,1,3,0,3,0.2,90,5,8,46,1288,2872,6,5,13,1,1,no
614,520,no,0.6,1,2,1,44,0.6,127,3,9,12,914,3616,15,4,18,1,0,no
615,942,yes,2.5,0,6,0,11,0.5,196,5,19,451,1310,1783,7,5,18,1,1,yes
616,558,yes,2.2,0,5,1,24,0.1,169,4,16,447,804,482,12,4,4,1,1,no
617,1733,no,1.6,1,9,0,56,0.5,111,6,15,633,1649,3352,6,5,9,1,0,no
618,1210,no,1.3,0,0,1,52,0.1,183,8,1,567,579,1104,11,2,10,1,0,yes
619,880,no,0.5,1,7,1,32,0.5,141,4,17,346,739,1141,19,17,20,1,1,yes
620,1938,yes,1.4,1,4,0,60,0.4,171,2,7,76,1084,3691,9,5,3,1,1,no
621,657,no,1.3,1,4,0,28,1,118,2,19,1444,1735,2602,9,0,7,0,0,yes
622,1273,no,0.5,1,6,1,47,0.2,98,1,12,685,1352,303,11,2,14,1,0,no
623,1842,yes,0.5,0,0,1,19,0.2,147,3,0,565,709,585,11,3,19,1,0,no
624,1567,yes,1.3,0,8,0,45,0.6,99,4,12,870,1020,927,19,9,12,1,1,yes
625,914,yes,1.7,1,6,0,36,1,128,2,13,1032,1822,786,19,8,13,1,0,yes
626,1568,no,1.8,1,4,0,22,0.1,119,8,6,661,1584,294,13,2,2,0,1,no
627,873,yes,0.5,0,4,1,30,0.2,175,6,18,237,1531,3655,15,13,15,1,0,no
628,1371,no,0.5,0,0,1,57,0.8,108,4,5,352,810,286,11,9,9,1,0,no
629,1739,no,1,0,1,0,15,0.9,100,1,7,426,793,3285,17,8,9,0,1,no
630,630,no,2.2,0,1,0,56,0.2,119,8,10,1329,1445,1317,6,5,12,1,1,no
631,1507,no,3,0,0,1,54,0.3,112,6,9,346,1511,3547,17,6,18,1,0,yes
632,735,yes,0.5,1,4,1,17,0.6,131,2,6,610,1283,2484,11,2,3,1,0,no
633,941,no,2.5,0,1,1,41,0.3,117,8,4,652,1855,1791,7,4,10,1,0,yes
634,1216,no,1.7,1,1,0,26,0.7,116,3,4,957,1811,3607,10,0,17,1,0,no
635,621,yes,1.9,1,10,0,3,0.6,148,8,15,972,997,3521,6,3,10,0,1,no
636,934,yes,2.4,1,3,0,61,0.2,138,6,4,10,613,1180,14,12,16,0,1,no
637,1962,yes,0.7,1,1,1,18,0.9,159,7,6,282,507,2026,10,3,15,1,0,yes
638,574,yes,0.5,1,0,0,41,0.8,85,6,13,288,502,1865,6,5,6,0,0,yes
639,1078,yes,2.5,0,3,0,56,0.6,158,2,6,257,1986,3471,10,2,2,1,0,no
640,761,no,1.3,0,15,1,37,0.9,174,8,16,867,1978,2270,9,1,4,1,1,no
641,1758,yes,2.1,0,14,0,29,0.1,155,3,20,60,1151,2940,14,5,9,0,1,yes
642,1745,yes,2,0,13,0,47,0.6,154,2,18,1017,1953,1715,6,4,16,0,1,yes
643,1657,yes,1.9,0,1,1,40,0.2,170,3,6,518,1723,841,13,10,13,1,0,yes
644,968,yes,0.9,0,10,1,26,0.5,88,5,14,954,1159,3381,14,5,10,1,0,yes
645,1329,no,2.8,1,1,0,10,1,105,4,10,871,1293,337,5,4,5,0,1,no
646,1923,no,0.5,0,2,1,13,0.7,147,2,4,927,1623,1868,11,6,3,1,1,no
647,613,no,2.5,0,0,0,53,0.4,200,8,0,519,586,1509,19,18,13,1,1,yes
648,1268,no,2.7,0,4,0,53,0.5,141,1,9,682,862,2903,17,0,16,0,1,no
649,519,yes,2.9,0,2,0,3,0.6,83,3,5,491,1527,1231,8,6,16,1,1,yes
650,1157,yes,2.8,1,16,0,19,0.5,87,8,18,137,1154,1403,6,1,4,1,1,yes
651,519,no,0.6,1,7,1,45,0.1,186,7,11,1248,1733,1580,12,10,12,1,0,yes
652,1308,yes,2.2,1,1,0,51,0.2,113,5,17,1471,1604,1189,14,1,11,0,1,no
653,1403,yes,0.5,0,4,1,42,0.5,144,8,9,1156,1252,1381,12,7,3,1,0,yes
654,936,no,2.7,0,2,1,38,0.6,122,1,17,766,1263,2826,19,15,10,1,0,no
655,1878,no,0.8,1,8,0,31,0.5,183,7,10,1369,1389,1342,17,14,18,0,1,yes
656,1141,yes,2.9,1,1,1,2,1,92,2,4,456,1387,3386,6,0,11,1,0,no
657,794,yes,2.7,0,2,1,3,0.3,127,2,18,1559,1729,1141,18,6,3,1,0,yes
658,1260,no,1.9,1,3,0,60,0.9,85,2,6,973,1109,3964,15,8,18,1,0,yes
659,1281,no,3,1,2,1,6,0.6,191,2,9,363,811,2713,13,7,4,1,1,no
660,1208,no,2.7,0,0,0,17,0.2,168,2,1,1686,1793,2165,9,1,19,1,1,yes
661,1023,yes,2.8,1,16,0,44,0.7,176,4,17,629,1158,1830,14,11,6,0,0,no
662,1515,no,2.2,0,9,0,36,0.1,118,3,10,796,1692,3546,7,6,10,1,1,yes
663,1333,yes,1.8,1,1,0,45,0.6,128,5,5,557,1716,2585,7,1,13,1,1,yes
664,529,yes,2.3,0,3,1,58,1,197,2,18,658,1294,873,11,5,4,1,1,no
665,1887,no,1.7,0,6,1,41,0.9,81,8,15,939,973,1664,19,14,14,1,0,no
666,876,no,2.7,0,12,1,41,0.3,92,7,16,140,512,3334,16,3,14,1,0,yes
667,687,yes,2,1,13,1,56,0.8,131,7,19,580,736,569,18,1,6,1,1,yes
668,1153,yes,2.8,1,0,1,62,0.2,94,5,0,186,1279,3353,7,5,10,1,0,no
669,1637,yes,1.7,1,5,1,33,0.4,118,6,16,1375,1474,3693,7,3,8,1,0,no
670,1131,yes,0.8,0,0,1,27,0.9,162,5,16,487,870,503,12,5,19,1,1,no
671,1764,yes,1.2,0,0,1,8,1,125,3,1,180,1443,2406,19,18,18,1,0,yes
672,1544,no,1,1,2,1,64,0.3,193,1,6,595,675,1715,8,0,16,1,1,yes
673,844,yes,0.7,0,3,1,22,0.9,172,7,4,241,926,2179,10,6,6,1,1,yes
674,985,yes,0.5,1,4,1,5,0.8,158,8,9,19,1496,3071,14,4,16,1,1,no
675,703,no,1.3,1,6,1,18,0.1,178,1,9,1182,1697,355,8,6,3,1,1,yes
676,1906,no,0.9,1,3,0,14,0.5,114,4,12,199,867,3375,6,3,19,1,0,yes
677,617,no,2.1,1,11,0,40,0.9,108,1,18,659,1318,2921,17,1,19,0,0,no
678,617,yes,0.6,0,7,0,47,0.5,153,8,18,356,838,341,11,3,5,0,1,yes
679,716,yes,1.3,1,0,1,56,0.7,167,1,2,390,722,3947,6,3,5,1,1,yes
680,676,no,1,0,1,1,54,0.8,182,5,2,805,1710,2650,5,0,3,1,0,no
681,1770,yes,2,0,8,0,12,0.8,118,2,9,57,891,3816,8,4,19,1,0,no
682,1857,no,1.9,1,0,0,62,0.6,147,1,0,1028,1465,336,19,0,5,0,0,no
683,524,no,0.9,1,8,1,10,0.1,85,7,14,287,655,625,6,0,4,1,1,yes
684,576,no,0.9,1,8,0,56,0.1,174,5,17,1371,1426,3891,12,9,18,0,0,yes
685,553,yes,0.5,1,2,1,8,0.5,153,4,3,525,1601,1042,15,11,15,1,0,yes
686,1012,yes,2.2,1,10,1,8,1,181,3,12,1176,1496,2141,18,14,15,1,1,no
687,823,no,2.5,0,11,1,24,0.5,195,5,15,1364,1516,2279,6,4,3,1,0,yes
688,1928,no,0.5,1,5,0,44,0.9,109,8,19,701,1156,3828,9,4,12,1,0,no
689,804,no,1.5,0,5,1,12,1,183,1,10,1805,1978,2310,10,8,13,1,0,no
690,1517,no,1.6,1,0,1,42,0.7,101,3,1,483,1814,2162,9,0,18,1,1,no
691,1500,no,2.8,1,7,0,39,0.1,176,8,11,808,1889,1988,10,6,10,1,0,no
692,1425,yes,1.2,0,4,1,37,0.7,135,7,6,666,1220,2786,17,1,19,1,0,no
693,547,no,2.4,1,4,1,3,0.4,197,8,5,98,1506,1972,11,5,3,1,1,no
694,1886,no,3,0,13,1,26,0.5,115,1,17,339,1670,1828,5,3,15,1,1,no
695,1804,yes,0.5,0,1,1,4,0.5,111,1,13,1235,1255,3286,17,8,17,1,0,no
696,685,no,2.2,1,2,1,2,0.4,172,3,6,295,558,1282,7,6,10,1,1,yes
697,1352,no,0.5,1,8,1,22,0.9,111,2,12,346,682,1562,16,5,11,1,0,no
698,1785,yes,2.5,0,0,0,18,0.1,180,4,1,116,518,1202,12,4,18,0,0,yes
699,1300,no,1.9,1,4,0,61,0.5,143,6,5,353,758,2262,16,11,10,0,0,no
700,1184,yes,2.1,0,2,1,33,0.5,199,8,5,483,1598,2828,6,4,15,1,1,yes
701,1180,no,2.3,1,7,1,24,0.2,198,2,16,486,1671,2025,8,0,19,1,0,no
702,886,yes,0.9,1,13,1,2,0.6,102,4,15,287,695,621,11,4,7,1,1,no
703,1309,no,1.5,0,9,1,12,0.9,98,6,20,871,1484,293,15,0,9,1,1,no
704,744,no,0.5,0,1,0,38,0.3,188,3,5,846,1701,2001,15,13,17,1,1,no
705,1408,yes,2,1,1,1,59,0.9,172,6,3,744,1211,393,15,11,16,1,0,yes
706,734,yes,2.7,1,1,1,32,0.8,93,8,5,138,1042,714,13,7,16,1,0,yes
707,500,no,1.4,0,0,0,28,0.4,128,3,1,1010,1854,3460,9,3,3,1,1,yes
708,1745,no,2.8,1,0,0,45,0.7,186,1,0,699,766,1019,6,4,5,0,1,no
709,1296,yes,1,1,6,0,43,0.2,171,3,13,501,609,1692,15,0,18,1,0,no
710,1256,no,0.5,0,15,1,51,0.6,83,2,18,436,1308,2213,13,9,12,1,1,no
711,782,yes,1.8,1,8,0,20,0.6,109,5,19,406,1025,655,17,4,13,0,1,no
712,965,yes,0.8,0,5,0,24,0.7,105,4,7,403,718,1567,5,0,8,0,0,no
713,652,yes,2.9,1,4,1,14,0.2,196,6,18,248,1487,1706,12,4,5,1,0,no
714,1847,no,2.8,1,6,0,29,0.7,112,7,13,1236,1374,1017,16,7,11,1,1,no
715,1363,yes,2.1,1,9,1,46,0.5,120,4,19,1247,1338,2951,7,0,3,1,0,no
716,1946,no,0.5,0,0,1,39,0.4,112,5,1,198,1045,533,18,14,17,1,1,yes
717,1701,yes,1.6,1,2,1,53,0.8,88,6,14,1281,1776,3340,14,11,19,1,1,no
718,1754,yes,0.5,1,13,0,38,0.9,83,6,20,141,808,2765,6,4,7,1,1,no
719,1938,no,2.9,0,0,1,37,1,94,4,1,1001,1714,3881,5,1,14,1,1,no
720,992,yes,2.6,1,10,0,52,0.3,107,7,12,663,1521,332,14,9,7,0,0,yes
721,897,no,2.4,1,7,1,38,0.8,110,2,9,1610,1612,519,6,5,7,1,1,no
722,1423,yes,0.5,1,7,0,58,0.9,112,3,9,993,1295,1683,15,13,16,0,1,yes
723,1343,no,0.5,1,6,1,23,0.4,97,5,17,643,817,2629,13,7,11,1,0,yes
724,761,yes,2.6,0,5,1,52,0.8,141,3,18,883,985,2587,11,5,6,1,1,yes
725,1742,no,1.4,1,3,1,20,0.1,134,8,6,392,831,1828,18,7,13,1,1,yes
726,1181,yes,0.8,1,0,1,51,0.9,198,5,5,71,586,608,15,10,19,1,0,no
727,1754,no,1.7,1,1,1,58,0.9,197,3,17,823,1035,1446,18,3,2,1,1,yes
728,1315,yes,0.5,1,0,1,58,0.8,86,2,3,245,1064,2258,17,2,16,1,1,no
729,649,no,2.9,0,0,0,38,0.5,130,1,10,893,1185,558,8,4,11,1,1,yes
730,1967,yes,0.6,0,2,0,25,1,109,6,9,108,751,1666,9,7,18,1,1,yes
731,926,no,1.7,0,2,0,12,0.8,179,2,9,801,880,2244,14,8,14,0,0,yes
732,933,no,1.8,1,9,0,33,0.2,191,8,19,129,925,758,14,13,8,0,0,no
733,913,no,1.7,1,12,0,58,0.2,200,5,14,849,1993,1061,17,12,5,0,0,no
734,1651,no,0.5,0,1,1,57,0.2,193,1,6,697,924,3421,9,0,15,1,1,yes
735,1154,yes,1.7,0,5,1,42,0.5,117,5,7,1068,1851,3950,17,14,19,1,1,no
736,1181,yes,1.6,1,5,1,32,0.2,181,1,16,450,623,1435,11,10,13,1,1,no
737,1933,no,0.5,1,0,0,63,0.4,181,8,6,242,668,3142,14,3,16,1,1,yes
738,1341,no,1.4,0,8,1,38,1,170,5,10,601,937,1579,16,4,19,1,0,yes
739,534,yes,1.5,1,3,1,3,0.3,89,1,8,45,517,2987,18,0,16,1,0,yes
740,1324,yes,0.9,1,7,1,28,0.7,95,6,8,1243,1928,3269,12,3,19,1,1,yes
741,1803,yes,2.6,0,7,1,9,0.9,112,2,12,156,1289,406,9,3,5,1,0,no
742,1888,yes,2.7,0,1,1,53,0.1,146,4,3,81,630,1604,10,6,6,1,1,yes
743,1540,no,1,0,4,1,40,0.4,162,5,7,93,1644,793,12,7,3,1,0,no
744,1590,yes,2.4,0,5,0,15,0.9,157,8,6,945,1015,1983,13,10,11,1,0,no
745,1183,no,0.5,1,11,0,24,0.6,130,2,16,19,769,2637,16,1,6,1,1,yes
746,1774,yes,0.5,1,1,0,45,0.8,145,4,16,217,1159,879,10,0,3,0,0,no
747,1159,no,2.1,0,2,1,27,0.7,137,1,15,1526,1805,3258,8,0,2,1,0,no
748,723,yes,1.9,1,0,1,10,0.5,159,1,3,303,779,2380,12,4,16,1,0,no
749,543,no,0.9,0,3,1,6,0.4,91,1,9,272,1317,564,8,5,12,1,0,yes
750,1348,yes,0.5,1,18,0,40,0.1,148,1,20,539,665,3543,12,1,11,0,0,no
751,1836,no,0.6,0,18,1,57,0.8,111,5,20,169,876,1039,5,3,8,1,1,yes
752,1290,no,1.3,0,0,0,31,0.7,117,8,0,599,750,1895,11,9,12,0,1,yes
753,645,yes,2.9,1,3,0,5,0.1,185,3,6,446,1573,1315,11,1,4,1,0,no
754,1654,no,2,0,2,0,58,0.7,119,7,3,460,1733,2801,8,0,5,1,0,no
755,1156,yes,2.3,1,0,1,3,1,95,2,0,1094,1518,3786,11,1,2,1,1,no
756,1341,yes,2.6,0,4,0,43,0.4,194,6,8,1096,1683,3065,6,5,11,0,1,no
757,1427,no,0.6,0,8,1,40,0.8,121,8,12,249,1541,2338,10,8,4,1,0,no
758,1541,no,1.6,0,1,1,7,0.5,143,8,14,287,1791,3137,9,0,11,1,1,no
759,1693,yes,1.4,0,9,0,41,0.1,139,2,17,181,1760,575,16,5,20,0,0,yes
760,1567,no,3,0,13,0,23,0.6,178,3,18,995,1215,3600,16,11,9,1,1,yes
761,1564,no,1.7,0,5,0,35,0.9,173,4,6,186,1210,2545,18,6,4,1,1,yes
762,1787,no,1.1,0,4,0,11,0.4,103,7,9,35,757,541,14,11,13,1,1,yes
763,770,yes,0.6,0,12,1,33,0.4,90,2,14,128,657,1686,18,2,18,1,0,yes
764,1748,yes,0.8,0,1,0,7,0.5,189,7,4,196,802,989,12,7,8,0,1,no
765,1859,no,0.5,1,0,1,47,0.1,85,7,0,35,1706,2691,14,13,19,1,0,yes
766,975,yes,0.9,0,5,0,6,0.6,163,6,17,769,1669,3787,8,7,18,0,0,no
767,1597,no,0.9,1,2,1,10,0.6,172,7,5,1455,1670,2138,12,7,18,1,0,no
768,1941,no,2.3,1,9,0,42,0.7,108,4,12,36,726,763,13,3,14,0,1,yes
769,1061,no,2.6,1,6,0,49,0.6,133,7,20,1009,1222,2260,19,16,2,0,0,yes
770,1620,yes,2,1,7,1,11,0.5,191,4,11,495,1668,1732,13,2,13,1,0,yes
771,1366,yes,1.3,0,5,0,51,1,129,3,15,875,1760,2716,17,15,2,0,1,no
772,1324,no,1.7,1,9,0,46,0.1,107,2,19,59,553,1424,16,7,13,1,0,no
773,1363,yes,2.6,1,1,1,39,0.2,129,5,2,550,1248,267,6,1,15,1,1,no
774,1570,yes,2.8,0,0,1,18,0.4,148,5,13,509,544,3153,6,2,7,1,1,yes
775,1524,no,2.1,1,6,1,64,0.4,83,5,16,351,592,2905,6,1,2,1,1,yes
776,1179,no,2.1,0,0,0,2,0.3,93,3,0,481,536,1435,19,13,2,0,1,no
777,1555,no,0.5,1,8,1,2,0.9,90,2,11,57,516,3596,11,6,6,1,1,yes
778,981,yes,0.5,1,1,0,15,0.5,159,5,10,74,1485,1831,17,10,7,1,1,yes
779,1920,yes,2.5,0,6,1,8,0.4,194,1,7,588,1125,2099,10,5,4,1,1,yes
780,1470,no,0.5,0,0,0,54,0.1,84,6,1,556,1512,1790,16,7,19,0,1,yes
781,1986,no,0.8,0,5,1,13,0.2,108,8,7,757,1962,1190,7,5,17,1,1,no
782,1371,no,2.8,1,2,1,19,0.6,94,4,3,1023,1676,1767,6,1,8,1,0,yes
783,1852,no,1.6,1,5,1,25,0.1,85,3,15,588,1353,3199,8,4,4,1,0,no
784,1472,no,1.4,1,7,0,6,0.1,182,8,10,861,1131,1621,17,0,19,1,0,yes
785,1055,yes,1.2,1,18,1,29,0.8,101,6,19,159,579,2364,13,3,3,1,1,yes
786,1371,yes,2.1,1,0,0,3,0.3,173,2,12,35,785,2202,15,14,5,1,1,yes
787,782,no,1.1,0,0,1,38,0.4,199,7,2,349,1910,2753,14,13,20,1,0,yes
788,1452,yes,0.9,1,6,1,36,0.5,82,5,12,667,1680,1005,12,4,15,1,0,yes
789,519,yes,2,1,11,1,33,0.7,135,1,12,527,889,889,19,3,9,1,1,no
790,1989,no,1.8,1,16,1,10,0.9,86,3,18,135,576,2158,14,8,4,1,0,no
791,1754,no,1.6,0,0,0,15,0.1,166,5,1,318,1810,1966,12,7,7,1,0,no
792,1329,no,1,0,3,1,42,0.1,144,7,4,579,896,774,14,8,10,1,1,yes
793,1093,no,1.1,1,0,0,42,0.4,114,1,4,762,1425,2856,12,3,2,0,0,yes
794,986,yes,2.2,1,5,1,38,0.3,95,7,9,5,1359,343,15,13,12,1,1,no
795,848,no,1.1,1,7,1,39,0.4,107,4,16,1768,1812,475,18,4,16,1,0,no
796,1146,no,0.5,1,4,1,21,0.5,152,7,6,841,994,1182,15,2,19,1,0,no
797,841,yes,0.5,0,0,0,59,0.2,103,6,16,258,1642,1169,8,6,10,0,0,no
798,1140,yes,0.9,1,0,0,40,0.1,119,3,1,211,555,3386,13,4,2,1,0,no
799,1091,yes,1.8,1,4,0,8,0.5,100,3,8,650,922,3626,5,0,14,1,1,yes
800,1360,no,0.7,0,8,1,25,0.4,108,7,20,493,681,3934,16,4,5,1,0,no
801,1038,no,1,0,2,0,28,0.2,154,4,6,1019,1246,3913,11,1,16,1,1,no
802,1111,no,2.5,1,4,0,46,0.4,152,1,11,110,1981,851,14,8,2,0,0,no
803,1220,no,0.5,1,8,0,52,0.8,121,3,19,892,1470,1458,18,12,19,0,1,yes
804,1636,yes,1.8,0,9,0,52,0.9,188,5,11,555,635,2363,13,0,9,0,0,yes
805,1800,yes,1.6,1,2,0,23,0.8,187,2,8,179,1137,1966,15,2,7,0,0,no
806,674,yes,2.4,0,5,0,49,0.6,130,1,9,4,1936,2179,8,0,20,1,1,no
807,1591,yes,2.4,0,4,0,3,0.5,192,8,5,669,700,615,19,6,12,1,0,yes
808,1190,no,0.8,0,5,0,61,0.6,145,3,16,345,1044,305,7,0,14,0,1,no
809,572,no,2.8,0,4,1,35,0.2,99,6,5,563,1539,3106,12,1,16,1,0,no
810,1143,yes,2.9,0,0,0,64,1,143,8,0,381,535,2080,16,5,15,0,1,yes
811,1492,no,0.5,0,13,0,36,0.4,185,1,16,444,1764,592,10,7,18,0,0,yes
812,1825,yes,2.3,0,9,1,27,0.8,163,8,11,48,1005,2502,15,11,2,1,0,yes
813,1450,yes,2.4,0,2,1,45,0.6,83,5,8,221,648,941,13,12,7,1,0,yes
814,1629,yes,2.3,0,4,0,48,0.4,121,1,8,1260,1634,2532,5,4,14,1,0,no
815,669,no,0.5,1,0,0,46,0.7,144,2,0,486,1854,2981,17,7,14,0,0,yes
816,575,yes,1.1,0,2,0,10,0.2,163,5,11,615,1825,2956,17,7,20,1,0,yes
817,900,yes,2.8,0,3,0,56,0.9,112,4,18,638,721,2281,8,2,14,1,1,yes
818,1057,yes,0.5,0,4,1,42,0.7,112,7,7,809,824,2688,6,3,3,1,0,no
819,1247,no,0.8,1,16,0,24,0.8,116,5,20,1114,1350,522,9,2,20,0,1,yes
820,1992,yes,1.3,1,8,1,43,1,153,5,15,0,883,2179,7,6,20,1,1,no
821,974,no,2.1,0,1,1,17,0.7,162,4,3,346,514,1901,16,0,9,1,0,yes
822,1715,yes,0.5,1,8,1,47,0.4,116,8,9,900,1219,3163,18,15,11,1,0,yes
823,1570,no,0.5,0,15,1,26,0.6,157,2,20,319,1406,426,8,0,11,1,0,no
824,1724,no,2,1,1,0,21,0.2,105,2,8,102,1609,695,16,0,12,1,1,no
825,1886,yes,1.6,0,0,1,47,0.1,180,5,6,362,1606,3287,12,3,17,1,0,yes
826,1177,no,2.4,1,7,1,38,0.7,162,6,16,1228,1975,1880,16,4,18,1,1,yes
827,1036,no,1.4,1,6,1,37,0.5,184,7,10,416,523,3864,5,2,13,1,1,yes
828,1336,yes,2.6,0,7,0,26,0.5,83,5,17,238,1402,325,8,2,9,1,0,no
829,1004,no,1.9,0,12,0,24,0.8,128,8,17,793,1537,650,6,0,17,0,1,no
830,1123,yes,2.9,1,10,0,5,0.1,145,3,15,670,1557,2567,11,8,10,0,1,yes
831,1730,no,1.3,1,2,1,48,0.4,198,2,13,1445,1934,2452,8,2,11,1,1,yes
832,1890,no,2.1,1,13,1,17,0.5,127,4,17,973,1546,2585,5,2,14,1,1,yes
833,1055,yes,3,1,1,0,56,0.6,111,7,8,806,861,1532,5,0,13,1,0,no
834,805,yes,2.4,1,2,0,59,0.7,110,1,3,900,1984,2917,12,2,20,1,1,no
835,608,no,1.3,1,15,1,2,0.4,139,3,16,98,643,3635,13,4,8,1,0,no
836,1130,no,0.6,0,5,0,51,0.5,175,8,12,296,585,2098,5,2,18,1,0,no
837,1208,yes,0.7,0,8,0,13,0.9,86,3,18,763,865,484,11,9,3,1,1,yes
838,535,no,1.3,0,1,0,53,0.5,151,7,3,313,744,720,10,2,16,0,1,no
839,1191,yes,1.7,0,1,0,7,0.4,102,3,2,1354,1418,2734,18,5,15,1,1,no
840,922,no,2.7,1,0,1,3,0.5,100,4,0,253,1364,3910,18,8,10,1,0,no
841,966,yes,0.5,0,3,0,37,0.7,123,3,7,1390,1896,817,6,5,20,1,0,no
842,1351,yes,0.7,0,10,0,48,0.5,134,8,16,700,727,3781,15,0,5,0,0,yes
843,732,no,1.3,1,12,1,48,0.5,141,4,16,663,1813,832,18,10,4,1,0,no
844,1005,no,2,1,9,1,11,0.8,132,1,16,218,1123,939,11,4,8,1,1,yes
845,1575,yes,2.4,1,2,0,22,0.7,81,2,7,142,1160,1091,16,8,7,0,0,yes
846,1427,no,2.8,1,10,1,11,0.5,155,1,14,169,1784,2417,9,3,8,1,1,no
